event_id,timestamp,property_code,person_id,direction,access_point
E0010102,2025-08-14 11:21:00,LDS-AR,P100342,IN,Gate A
E0002089,2025-06-17 17:42:00,MCH-CC,P100344,OUT,Reception
E0012683,2025-06-02 15:25:00,MCH-CC,X245306,OUT,Gate B
E0002143,2025-06-17 16:12:00,BRI-01,P100555,OUT,Reception
E0006863,2025-07-22 08:02:00,GLW-CL,P100547,IN,Gate A
E0009563,2025-08-10 08:01:00,Belfast Lagan,P100289,IN,Reception
E0012520,2025-08-22 20:26:00,GLW-CL,X252616,IN,Reception
E0001083,2025-06-09 08:42:00,BRI-01,P100105,IN,Gate A
E0001672,13/06/2025 10:14,MCH-CC,P100119,IN,Gate B
E0002532,2025-06-20 07:30:00,BEL-LG,P100519,IN,Gate B
E0006495,2025-07-18 04:59:00,NRW-QP,P100298,OUT,Gate B
E0002849,2025-06-22 17:41:00Z,LDN-HQ,P100413,OUT,Gate B
E0008488,2025-08-03 08:21:00,BHM-PR,P100101,IN,Turnstile 1
E0009027,2025-08-07 16:27:00,EDI-EX,P100268,OUT,Gate B
E0001972,16/06/2025 10:53,EDI-EX,P100093,IN,Gate A
E0010373,2025-08-16 09:28:00,GLW-CL,P100243,IN,Turnstile 1
E0009086,2025-08-07 10:17:00,,P100282,IN,Reception
E0000695,2025-06-06 19:13:00,BEL-LG,P100097,OUT,Turnstile 1
E0008973,2025-08-07 16:39:00,LDN-HQ,P100354,OUT,Gate B
E0012793,2025-08-17 07:13:00,NRW-QP,X241224,IN,Gate B
E0008774,2025-08-06 20:50:00,,P100412,OUT,Reception
E0003405,2025-06-26 18:08:00,NRW-QP,P100552,OUT,Gate A
E0004029,2025-06-30 08:03:00,BRI-01,P100491,IN,Gate A
E0004353,2025-07-02 10:41:00,NRW-QP,P100288,IN,Turnstile 1
E0011029,2025-08-21 14:23:00,LDS-AR,P100442,OUT,Turnstile 1
E0011358,2025-08-23 17:05:00,BHM-PR,P100266,OUT,Gate B
E0002674,2025-06-21 18:29:00,BHM-PR,P100604,OUT,Gate A
E0004709,2025-07-05 20:09:00,GLW-CL,P100142,OUT,Reception
E0004463,2025-07-04 13:51:00,NRW-QP,P100646,OUT,Gate B
E0008798,06/08/2025 07:00,EDI-EX,P100098,IN,Gate B
E0004641,2025-07-05 08:28:00,BEL-LG,P100061,IN,Turnstile 1
E0012225,2025-08-30 18:26:00,LDS-AR,P100109,OUT,Turnstile 1
E0008206,2025-08-01 21:47:00,LDN-HQ,P100578,OUT,Gate B
E0009888,2025-08-13 15:13:00,LDN-HQ,P100167,OUT,Turnstile 1
E0004973,2025-07-07 14:07:00,BRI-01,P100588,OUT,Turnstile 1
E0008409,2025-08-02 09:43:00,LDN-HQ,P100126,IN,Gate A
E0010951,2025-08-21 14:52:00,NRW-QP,P100294,OUT,Gate A
E0009752,2025-08-12 13:00:00,BHM-PR,P100390,OUT,Gate B
E0001464,12/06/2025 08:46,NRW-QP,P100228,IN,Turnstile 1
E0011296,23/08/2025 10:58,MCH-CC,P100410,IN,Gate A
E0000377,2025-06-03 08:01:00,CDF-BY,P100112,IN,Turnstile 1
E0008359,2025-08-02 07:26:00,,P100332,IN,Reception
E0010009,2025-08-14 09:20:00,BHM-PR,P100102,IN,Gate A
E0002217,2025-06-18 14:59:00,Belfast Lagan,P100289,OUT,Turnstile 1
E0008234,2025-08-01 10:56:00,LDS-AR,P100013,IN,Turnstile 1
E0011451,2025-08-24 07:02:00,BRI-01,P100635,IN,Gate B
E0008721,2025-08-05 07:45:00,BEL-LG,P100255,IN,Reception
E0007056,2025-07-23 17:00:00,EDI-EX,P100203,OUT,Gate B
E0006012,2025-07-15 10:26:00,BHM-PR,P100349,IN,Reception
E0003373,26/06/2025 07:22,GLW-CL,P100226,IN,Turnstile 1
E0002393,2025-06-19 11:40:00,CDF-BY,P100493,IN,Gate A
E0008733,05/08/2025 10:28,EDI-EX,P100575,IN,Reception
E0002485,2025-06-20 08:46:00,Unknown,P100164,IN,Gate B
E0007333,2025-07-25 08:07:00,NRW-QP,P100568,IN,Gate B
E0007147,24/07/2025 07:08,LDS-AR,P100459,IN,Reception
E0010166,2025-08-14 08:00:00,EDI-EX,P100007,IN,Turnstile 1
E0002047,2025-06-17 07:48:00,BEL-LG,P100565,IN,Turnstile 1
E0006792,2025-07-21 07:06:00,BHM-PR,P100106,IN,Gate A
E0001255,2025-06-11 16:02:00,BRI-01,P100621,OUT,Gate B
E0000953,2025-06-08 18:27:00,MCH-CC,P100435,OUT,Gate A
E0002678,2025-06-21 10:02:00,MCH-CC,P100347,IN,Gate A
E0010352,2025-08-15 10:34:00,GLW-CL,P100561,IN,Gate B
E0004419,2025-07-03 20:29:00,MCH-CC,P100083,OUT,Reception
E0011630,2025-08-25 17:17:00,CDF-BY,P100539,OUT,Turnstile 1
E0012648,2025-08-13 16:19:00,LDN-HQ,X237361,OUT,Gate A
E0001719,2025-06-14 10:11:00,BHM-PR,P100541,IN,Turnstile 1
E0003754,2025-06-28 22:33:00,MCH-CC,P100584,OUT,Turnstile 1
E0011976,2025-08-27 11:00:00,LDN-HQ,P100167,IN,Reception
E0008935,2025-08-06 11:46:00,MCH-CC,P100108,IN,Reception
E0010544,2025-08-17 07:56:00,BEL-LG,P100507,IN,Gate B
E0008855,2025-08-06 16:50:00,MCH-CC,P100423,OUT,Reception
E0009469,2025-08-10 20:05:00,EDI-EX,P100098,OUT,Gate B
E0004985,2025-07-07 08:59:00,LDN-HQ,P100531,IN,Gate A
E0002685,2025-06-21 19:56:00,LDN-HQ,P100185,OUT,Gate B
E0003388,2025-06-26 07:43:00,BEL-LG,P100255,IN,Gate A
E0005360,2025-07-10 10:31:00,LDS-AR,P100012,OUT,Gate B
E0002565,20/06/2025 09:49,CDF-BY,P100213,IN,Gate B
E0003317,26/06/2025 07:26,LDS-AR,P100339,IN,Turnstile 1
E0009859,2025-08-13 18:04:00,GLW-CL,P100211,OUT,Turnstile 1
E0003308,26/06/2025 11:30,BEL-LG,P100034,IN,Turnstile 1
E0005466,2025-07-11 07:32:00,CDF-BY,P100156,IN,Turnstile 1
E0001057,2025-06-09 11:56:00,BRI-01,P100315,IN,Gate B
E0001147,2025-06-10 15:25:00,EDI-EX,P100207,OUT,Reception
E0003194,2025-06-24 18:38:00,NRW-QP,P100504,OUT,Turnstile 1
E0001938,16/06/2025 11:31,LDS-AR,P100392,IN,Gate B
E0010697,2025-08-19 21:40:00,Manchester City Campus,P100372,OUT,Turnstile 1
E0001032,2025-06-09 14:08:00,LDS-AR,P100554,OUT,Reception
E0007466,2025-07-26 16:45:00+00:00,GLW-CL,P100548,OUT,Gate A
E0007873,2025-07-30 18:12:00,EDI-EX,P100110,OUT,Gate A
E0005412,2025-07-10 17:03:00,NRW-QP,P100236,OUT,Gate B
E0004458,2025-07-03 10:22:00,LDS AR,P100189,IN,Reception
E0009641,2025-08-11 18:51:00,GLW-CL,P100599,OUT,Turnstile 1
E0002544,2025-06-20 10:58:00,LDS-AR,P100194,IN,Gate A
E0000097,2025-06-01 09:53:00,GLW-CL,P100091,IN,Reception
E0002475,2025-06-20 18:01:00,LDS-AR,P100199,OUT,Turnstile 1
E0002523,2025-06-20 12:02:00,MCH-CC,P100641,OUT,Gate A
E0011645,2025-08-26 13:26:00,CDF-BY,P100586,OUT,Turnstile 1
E0002240,2025-06-18 17:41:00,LDN-HQ,P100145,OUT,Turnstile 1
E0007076,2025-07-23 13:56:00,BRISTOL-01,P100381,OUT,Reception
E0006803,2025-07-21 14:51:00,BEL-LG,P100620,OUT,Turnstile 1
E0005539,2025-07-11 08:36:00,BRI-01,P100275,IN,Gate A
E0001043,09/06/2025 10:48,BEL-LG,P100062,IN,Gate B
E0002390,2025-06-19 12:39:00,Cardiff Bay,P100219,OUT,Gate A
E0011567,2025-08-25 11:15:00,NRW-QP,P100320,IN,Reception
E0001593,2025-06-13 15:37:00,CDF-BY,P100138,OUT,Gate A
E0002392,2025-06-19 19:42:00,GLW-CL,P100358,OUT,Gate A
E0003543,2025-06-27 13:22:00,BEL-LG,P100619,OUT,Reception
E0007721,2025-07-28 10:48:00,MCH-CC,P100048,IN,Gate A
E0012361,2025-08-31 13:40:00,CDF-BY,P100553,OUT,Gate A
E0012762,2025-07-17 13:44:00,NRW-QP,X266833,IN,Turnstile 1
E0008296,2025-08-01 11:49:00,GLW-CL,P100402,IN,Reception
E0004394,2025-07-03 08:13:00,GLW-CL,P100026,IN,Reception
E0012962,2025-08-03 18:17:00,EDI-EX,X290960,OUT,Gate A
E0000004,2025-06-01 14:31:00,BHM-PR,P100221,OUT,Turnstile 1
E0005514,2025-07-11 11:39:00,MCH-CC,P100344,IN,Turnstile 1
E0004456,2025-07-03 11:36:00,BEL-LG,P100471,IN,Gate A
E0005024,2025-07-07 16:33:00,BRI-01,P100412,OUT,Gate B
E0010750,19/08/2025 07:27,MCH-CC,P100204,IN,Gate B
E0011515,2025-08-24 19:10:00,BHM-PR,P100623,OUT,Gate A
E0005278,2025-07-09 07:19:00,EDI-EX,P100207,IN,Turnstile 1
E0003563,2025-06-27 15:42:00,LDN-HQ,P100570,OUT,Turnstile 1
E0012179,2025-08-29 13:47:00,BEL-LG,P100560,OUT,Turnstile 1
E0003546,2025-06-27 10:05:00,GLW-CL,P100424,IN,Gate A
E0000440,2025-06-04 08:20:00,LDS-AR,P100168,IN,Reception
E0010157,2025-08-14 16:00:00,BEL-LG,P100507,OUT,Reception
E0008272,2025-08-01 13:44:00,BHM-PR,P100544,OUT,Reception
E0007306,2025-07-25 20:53:00,BHM-PR,P100253,OUT,Gate B
E0005986,2025-07-15 11:03:00,GLW-CL,P100473,IN,Reception
E0003747,2025-06-28 10:48:00,MCH-CC,P100148,IN,Gate B
E0007238,2025-07-25 15:18:00,LDS-AR,P100605,OUT,Gate B
E0003161,2025-06-24 14:36:00+00:00,NRW-QP,P100492,OUT,Gate B
E0005768,2025-07-13 07:14:00,LDN-HQ,P100578,IN,Gate A
E0000089,2025-06-01 22:19:00+00:00,NRW-QP,P100378,OUT,Gate B
E0011455,2025-08-24 19:02:00,BHM-PR,P100106,OUT,Gate B
E0002577,2025-06-20 09:11:00,LDN-HQ,P100244,IN,Turnstile 1
E0010462,2025-08-17 19:27:00,CDF-BY,P100590,OUT,Reception
E0008403,2025-08-02 09:33:00,BRI-01,P100070,IN,Gate B
E0007803,2025-07-29 16:11:00,CDF-BY,P100502,OUT,Reception
E0004048,30/06/2025 07:12,EDI-EX,P100282,IN,Gate B
E0000275,2025-06-02 17:55:00,LDN-HQ,P100167,OUT,Gate B
E0001282,2025-06-11 08:32:00,EDI-EX,P100283,IN,Reception
E0010585,18/08/2025 08:39,EDI-EX,P100240,IN,Reception
E0010418,2025-08-16 15:06:00,BRI-01,P100559,OUT,Gate A
E0005203,2025-07-09 11:11:00,MCH-CC,P100074,IN,Reception
E0005564,2025-07-12 20:07:00,BRI-01,P100188,OUT,Turnstile 1
E0004092,2025-06-30 12:11:00,LDS-AR,P100063,OUT,Reception
E0009114,08/08/2025 07:59,EDI-EX,P100521,IN,Reception
E0004834,2025-07-06 18:03:00,BHM-PR,P100388,OUT,Gate B
E0008082,2025-07-31 17:00:00,NRW-QP,P100161,OUT,Reception
E0009189,2025-08-08 14:23:00,LDN-HQ,P100461,OUT,Gate A
E0009212,2025-08-08 08:22:00,BRI-01,P100129,IN,Turnstile 1
E0010631,2025-08-18 10:13:00,CDF-BY,P100331,IN,Gate B
E0005340,2025-07-10 09:03:00,NRW-QP,P100320,IN,Gate B
E0000416,2025-06-03 09:03:00,BRI-01,P100542,IN,Turnstile 1
E0004631,2025-07-04 07:39:00,BHM-PR,P100252,IN,Gate B
E0002251,2025-06-18 11:07:00,NRW-QP,P100118,IN,Turnstile 1
E0010244,2025-08-15 07:11:00,LDS AR,P100487,IN,Gate B
E0007413,2025-07-26 18:03:00,CDF-BY,P100205,OUT,Gate B
E0000711,2025-06-06 14:37:00,NRW-QP,P100150,OUT,Turnstile 1
E0006608,2025-07-20 16:36:00,EDI-EX,P100373,OUT,Gate B
E0009298,2025-08-09 14:41:00,GLW-CL,P100071,OUT,Turnstile 1
E0000408,2025-06-03 09:07:00,GLW-CL,P100071,IN,Reception
E0006299,2025-07-17 09:00:00,MCH-CC,P100040,IN,Gate A
E0007174,24/07/2025 09:04,NRW-QP,P100479,IN,Turnstile 1
E0010820,2025-08-19 21:35:00,BHM-PR,P100035,OUT,Reception
E0004875,07/07/2025 08:51,BHM-PR,P100253,IN,Gate A
E0006413,2025-07-18 08:31:00,CDF-BY,P100213,IN,Gate A
E0012945,2025-07-20 13:47:00,GLW-CL,X244041,IN,Reception
E0012029,2025-08-28 21:56:00,NRW-QP,P100622,OUT,Gate A
E0008954,2025-08-07 19:27:00,BHM-PR,P100418,OUT,Gate B
E0005014,2025-07-07 20:18:00,bri_01,P100125,OUT,Reception
E0008736,2025-08-05 18:39:00Z,NRW-QP,P100161,OUT,Gate A
E0012788,2025-06-23 09:00:00,MCH-CC,X232769,OUT,Gate B
E0011440,2025-08-24 19:02:00,BEL-LG,P100466,OUT,Reception
E0010004,2025-08-13 13:57:00,EDI-EX,P100622,OUT,Gate A
E0001524,2025-06-12 15:21:00,BRI-01,P100105,OUT,Gate A
E0004195,2025-07-01 07:20:00,GLW-CL,P100069,IN,Turnstile 1
E0001111,2025-06-09 19:17:00,NRW-QP,P100024,OUT,Gate A
E0010796,2025-08-19 11:32:00,BHM-PR,P100343,IN,Gate B
E0001407,2025-06-12 07:49:00,MCH-CC,P100400,IN,Turnstile 1
E0007713,2025-07-28 10:17:00,BHM-PR,P100221,IN,Turnstile 1
E0003801,2025-06-28 08:10:00,MCH-CC,P100508,IN,Gate B
E0004803,2025-07-06 08:41:00,MCH-CC,P100141,IN,Reception
E0008333,2025-08-02 14:40:00,NRW-QP,P100514,OUT,Gate B
E0010548,2025-08-18 20:47:00+01:00,NRW-QP,P100479,OUT,Gate B
E0003419,2025-06-26 08:38:00,BHM-PR,P100449,IN,Gate B
E0007334,2025-07-25 15:38:00,NRW-QP,P100568,OUT,Turnstile 1
E0002560,2025-06-20 15:43:00,BEL-LG,P100061,OUT,Reception
E0004835,2025-07-06 10:47:00,BEL-LG,P100135,IN,Turnstile 1
E0012124,2025-08-29 21:51:00,BHM-PR,P100541,OUT,Gate B
E0000634,2025-06-05 14:25:00,EDI-EX,P100417,OUT,Turnstile 1
E0003119,2025-06-24 20:38:00,BRI-01,P100257,OUT,Gate A
E0005465,2025-07-11 22:34:00,BEL-LG,P100197,OUT,Gate A
E0002169,2025-06-18 18:37:00,LDS-AR,P100194,OUT,Turnstile 1
E0004787,2025-07-06 16:49:00,,P100029,OUT,Gate A
E0011078,22/08/2025 11:01,LDS-AR,P100382,IN,Turnstile 1
E0000132,2025-06-01 17:38:00,LDN-HQ,P100495,OUT,Reception
E0009277,2025-08-08 19:13:00,NRW-QP,P100310,OUT,Gate B
E0003681,2025-06-28 09:42:00,BHM-PR,P100349,IN,Gate B
E0005051,2025-07-08 19:35:00,EDI-EX,P100368,OUT,Gate B
E0012109,2025-08-29 20:08:00,NRW-QP,P100378,OUT,Turnstile 1
E0000775,2025-06-06 07:53:00,EDI-EX,P100203,IN,Gate B
E0011143,2025-08-22 07:51:00,MCR-CC,P100335,IN,Gate A
E0010865,2025-08-20 09:44:00,GLW-CL,P100071,IN,Reception
E0001632,2025-06-13 09:18:00,LDS-AR,P100513,IN,Gate A
E0002334,2025-06-19 17:26:00,EDI-EX,P100539,OUT,Reception
E0005710,2025-07-12 11:27:00,BEL-LG,P100447,IN,Gate A
E0012216,2025-08-30 10:04:00,CDF-BY,P100610,IN,Gate A
E0002541,2025-06-20 13:58:00,LDS-AR,P100092,OUT,Gate B
E0000470,2025-06-04 14:53:00,BEL-LG,P100006,OUT,Turnstile 1
E0002866,2025-06-22 19:25:00,GLW-CL,P100211,OUT,Turnstile 1
E0012932,2025-08-19 14:22:00,LDN-HQ,X264950,IN,Turnstile 1
E0012012,2025-08-28 16:18:00,BRI-01,P100017,OUT,Turnstile 1
E0010209,2025-08-15 20:50:00+01:00,NRW-QP,P100552,OUT,Turnstile 1
E0010101,2025-08-14 17:29:00,BHM-PR,P100252,OUT,Turnstile 1
E0009198,08/08/2025 08:17,BHM-PR,P100252,IN,Gate B
E0007874,2025-07-30 10:05:00,LDS-AR,P100391,IN,Turnstile 1
E0012497,2025-07-29 09:47:00,GLW-CL,X210308,OUT,Gate A
E0003605,2025-06-27 08:33:00,EDI-EX,P100521,IN,Gate B
E0000564,2025-06-04 10:22:00,MCH-CC,P100346,IN,Reception
E0001906,2025-06-16 07:59:00,EDI-EX,P100075,IN,Reception
E0008421,2025-08-03 17:31:00,BHM-PR,P100494,OUT,Gate A
E0005624,2025-07-12 09:33:00,GLW-CL,P100086,IN,Gate A
E0005560,2025-07-12 11:37:00,GLW-CL,P100113,IN,Gate B
E0001577,2025-06-13 17:15:00+00:00,CDF-BY,P100239,OUT,Turnstile 1
E0002944,2025-06-22 07:43:00,BEL-LG,P100524,IN,Turnstile 1
E0006207,2025-07-16 11:19:00,EDI-EX,P100110,IN,Reception
E0003500,2025-06-27 09:39:00,BEL-LG,P100362,IN,Turnstile 1
E0005152,2025-07-09 18:50:00+00:00,BEL-LG,P100481,OUT,Reception
E0002933,2025-06-22 11:01:00,GLW-CL,P100182,IN,Turnstile 1
E0009393,2025-08-09 11:42:00,CDF-BY,P100251,IN,Turnstile 1
E0000080,2025-06-01 09:36:00,BEL-LG,P100524,IN,Gate B
E0007741,29/07/2025 09:54,BEL-LG,P100144,IN,Gate B
E0006396,2025-07-18 13:03:00,LDN-HQ,P100371,OUT,Gate A
E0002373,2025-06-19 07:18:00,CDF-BY,P100338,IN,Gate B
E0009296,2025-08-09 17:54:00,NRW-QP,P100618,OUT,Turnstile 1
E0007919,2025-07-30 10:39:00,BRI-01,P100441,IN,Gate A
E0010870,2025-08-20 07:06:00,BHM-PR,P100198,IN,Gate B
E0011764,2025-08-26 10:06:00,LDS-AR,P100120,IN,Gate B
E0004246,2025-07-02 08:29:00,EDI-EX,P100575,IN,Gate A
E0003071,2025-06-23 07:50:00,BEL-LG,P100454,IN,Gate B
E0003828,2025-06-29 10:27:00,BEL-LG,P100178,IN,Gate B
E0007937,2025-07-30 11:43:00,LDN-HQ,P100032,IN,Turnstile 1
E0002092,2025-06-17 11:58:00,LDN-HQ,P100495,IN,Gate A
E0001905,2025-06-16 19:41:00Z,Unknown,P100558,OUT,Turnstile 1
E0012740,2025-07-14 13:11:00,BHM-PR,X210145,OUT,Gate B
E0008658,2025-08-05 20:59:00,CDF-BY,P100060,OUT,Gate A
E0002499,2025-06-20 17:53:00,GLW-CL,P100561,OUT,Reception
E0001852,2025-06-15 08:32:00,NRW-QP,P100638,IN,Turnstile 1
E0004986,2025-07-07 13:17:00,LDN-HQ,P100531,OUT,Gate B
E0010220,2025-08-15 10:24:00,BEL-LG,P100155,IN,Turnstile 1
E0002589,20/06/2025 10:03,NRW-QP,P100310,IN,Reception
E0004514,2025-07-04 08:47:00,Unknown,P100500,IN,Turnstile 1
E0004099,2025-06-30 08:02:00,NRW-QP,P100383,IN,Gate A
E0008305,2025-08-02 17:24:00,LDN-HQ,P100539,OUT,Reception
E0001146,10/06/2025 08:23,EDI-EX,P100207,IN,Reception
E0012988,2025-08-08 16:03:00,GLW-CL,X270434,OUT,Gate A
E0005059,2025-07-08 07:42:00,Unknown,P100443,IN,Gate B
E0008564,2025-08-04 09:37:00,CDF-BY,P100299,IN,Gate B
E0012237,2025-08-30 18:41:00,BEL-LG,P100015,OUT,Reception
E0010927,2025-08-20 09:53:00,BHM-PR,P100336,IN,Gate B
E0008143,2025-08-01 22:53:00,BHM-PR,P100035,OUT,Gate A
E0000853,2025-06-07 17:48:00,NRW-QP,P100448,OUT,Turnstile 1
E0001495,2025-06-12 11:52:00,BEL-LG,P100452,IN,Gate B
E0004031,2025-06-30 09:55:00,MCH-CC,P100434,IN,Turnstile 1
E0010326,2025-08-15 09:31:00,NRW-QP,P100320,IN,Gate B
E0002465,2025-06-19 11:38:00,BHM-PR,P100635,IN,Turnstile 1
E0008114,2025-07-31 10:40:00,MCH-CC,P100192,IN,Gate B
E0012230,30/08/2025 11:55,BEL-LG,P100480,IN,Reception
E0001806,2025-06-15 18:08:00,BHM-PR,P100221,OUT,Gate A
E0002289,2025-06-18 09:42:00,MCH-CC,P100147,IN,Gate A
E0007891,2025-07-30 13:46:00,LDN-HQ,P100046,OUT,Reception
E0008355,2025-08-02 09:47:00,GLW-CL,P100276,IN,Turnstile 1
E0011289,2025-08-23 08:47:00,BHM-PR,P100008,IN,Reception
E0000189,2025-06-02 09:05:00,LDS-AR,P100066,IN,Gate A
E0001124,2025-06-10 15:56:00+01:00,MCH-CC,P100005,OUT,Gate A
E0002860,2025-06-22 07:53:00,LDS-AR,P100109,IN,Gate B
E0004202,2025-07-01 10:57:00,NRW-QP,P100161,IN,Gate B
E0005704,2025-07-12 10:17:00,NRW-QP,P100050,IN,Reception
E0004085,2025-06-30 11:17:00,BHM-PR,P100218,IN,Reception
E0006649,2025-07-20 17:51:00,LDS-AR,P100649,OUT,Gate A
E0010357,2025-08-16 09:30:00,MCH-CC,P100074,IN,Gate B
E0001595,2025-06-13 14:47:00,NRW-QP,P100613,OUT,Gate B
E0006949,2025-07-22 08:33:00,BEL-LG,P100100,IN,Turnstile 1
E0004794,2025-07-06 09:44:00,LDN-HQ,P100183,IN,Gate A
E0000501,2025-06-04 15:57:00,BEL-LG,P100550,OUT,Reception
E0011491,2025-08-24 09:15:00,GLW-CL,P100072,IN,Turnstile 1
E0009058,2025-08-07 14:41:00,LDN-HQ,P100018,OUT,Gate A
E0007839,2025-07-30 08:00:00,GLW-CL,P100069,IN,Gate B
E0003117,2025-06-24 12:37:00,NRW-QP,P100150,OUT,Reception
E0002232,2025-06-18 20:01:00,MCH-CC,P100064,OUT,Turnstile 1
E0006960,2025-07-22 11:11:00,EDI-EX,P100327,IN,Reception
E0002634,2025-06-20 14:58:00,BEL-LG,P100471,OUT,Gate A
E0007832,2025-07-30 15:32:00,CDF-BY,P100331,OUT,Gate A
E0011534,2025-08-24 18:51:00,LDS-AR,P100187,OUT,Reception
E0000591,2025-06-05 14:19:00,CDF-BY,P100241,OUT,Gate A
E0005115,2025-07-08 14:19:00,CDF-BY,P100363,OUT,Turnstile 1
E0008159,2025-08-01 16:14:00,EDI-EX,P100098,OUT,Gate B
E0005146,2025-07-09 13:54:00,GLW-CL,P100633,OUT,Reception
E0012958,2025-07-10 08:50:00,BEL-LG,X289900,OUT,Gate A
E0002076,2025-06-17 13:40:00,BEL-LG,P100627,OUT,Gate B
E0008194,2025-08-01 19:00:00,MCH-CC,P100107,OUT,Gate A
E0003910,2025-06-29 21:46:00,LDN-HQ,P100181,OUT,Turnstile 1
E0010150,2025-08-14 07:36:00,BHM-PR,P100604,IN,Gate B
E0009921,2025-08-13 17:46:00,CDF-BY,P100586,OUT,Gate B
E0000778,2025-06-06 07:04:00,MCH-CC,P100475,IN,Turnstile 1
E0004510,2025-07-04 11:01:00,GLW CL,P100245,IN,Turnstile 1
E0002348,2025-06-19 11:38:00,BEL-LG,P100082,IN,Reception
E0005932,2025-07-14 15:57:00,EDI-EX,P100575,OUT,Gate B
E0001195,2025-06-10 08:42:00,MCH-CC,P100559,IN,Reception
E0008962,2025-08-07 10:24:00,MCH-CC,P100260,IN,Reception
E0009331,2025-08-09 10:01:00,BEL-LG,P100160,IN,Reception
E0012436,2025-08-04 19:01:00,NRW-QP,X202618,IN,Gate B
E0004607,2025-07-04 08:23:00,MCH-CC,P100141,IN,Gate A
E0002305,2025-06-18 07:35:00,NRW-QP,P100188,IN,Gate B
E0003989,30/06/2025 08:36,MCH-CC,P100508,IN,Reception
E0004059,2025-06-30 13:31:00,BRI-01,P100635,OUT,Turnstile 1
E0008294,01/08/2025 08:11,CDF-BY,P100281,IN,Gate B
E0001114,2025-06-10 08:00:00,NRW-QP,P100479,IN,Gate A
E0000657,05/06/2025 09:18,LDN-HQ,P100351,IN,Gate A
E0006648,2025-07-20 07:30:00,LDS-AR,P100649,IN,Gate B
E0005280,2025-07-09 10:00:00,EDI-EX,P100429,IN,Turnstile 1
E0008331,2025-08-02 16:44:00,MCH-CC,P100344,OUT,Gate A
E0006910,2025-07-22 19:49:00+01:00,CDF-BY,P100251,OUT,Reception
E0004908,2025-07-07 19:15:00+00:00,BRI-01,P100587,OUT,Turnstile 1
E0009855,13/08/2025 09:23,BHM-PR,P100101,IN,Reception
E0008507,2025-08-03 08:19:00,LDS-AR,P100392,IN,Reception
E0002814,22/06/2025 11:08,LDS-AR,P100063,IN,Turnstile 1
E0012263,2025-08-30 10:17:00,BRI-01,P100587,IN,Gate B
E0000566,2025-06-05 11:27:00,GLW-CL,P100473,IN,Reception
E0007150,2025-07-24 10:41:00,NRW-QP,P100638,IN,Gate B
E0001804,2025-06-15 15:55:00,Belfast Lagan,P100289,OUT,Gate B
E0012312,2025-08-31 08:29:00,BEL-LG,P100062,IN,Gate A
E0007601,2025-07-27 13:41:00,GLW-CL,P100277,OUT,Reception
E0008076,2025-07-31 17:48:00,LDN-HQ,P100279,OUT,Gate A
E0001643,2025-06-13 11:39:00,NRW-QP,P100562,IN,Gate B
E0006821,2025-07-22 09:14:00,mch_cc,P100571,IN,Turnstile 1
E0007683,2025-07-28 07:11:00,BEL-LG,P100481,IN,Turnstile 1
E0004630,2025-07-04 11:08:00,MCH-CC,P100410,OUT,Gate A
E0005305,2025-07-10 20:27:00,GLW CL,P100273,OUT,Reception
E0002667,2025-06-21 08:05:00,EDI-EX,P100240,IN,Turnstile 1
E0010059,2025-08-14 10:00:00,NRW-QP,P100161,IN,Gate B
E0000047,01/06/2025 10:50,NRW-QP,P100535,IN,Gate A
E0001150,10/06/2025 09:20,GLW CL,P100273,IN,Gate B
E0005562,2025-07-12 13:19:00,BEL-LG,P100300,OUT,Turnstile 1
E0009070,2025-08-07 15:15:00,GLW-CL,P100238,OUT,Gate B
E0010486,2025-08-17 07:51:00,GLW-CL,P100416,OUT,Turnstile 1
E0000766,2025-06-06 09:17:00,CDF-BY,P100532,IN,Turnstile 1
E0012133,2025-08-29 16:43:00,BHM-PR,P100177,OUT,Reception
E0010988,2025-08-21 20:32:00,LDS-AR,P100391,OUT,Gate A
E0001567,2025-06-13 11:45:00,LDN-HQ,P100601,IN,Gate B
E0009847,2025-08-12 08:24:00,BHM-PR,P100606,IN,Gate B
E0006293,2025-07-17 07:28:00,GLW-CL,P100071,IN,Gate B
E0007361,2025-07-25 16:06:00,GLW-CL,P100625,OUT,Turnstile 1
E0002621,2025-06-20 16:46:00,BRI-01,P100139,OUT,Gate B
E0007121,23/07/2025 11:31,BRI-01,P100233,IN,Reception
E0012573,2025-07-19 15:08:00,GLW-CL,X210396,OUT,Gate A
E0002614,2025-06-20 09:30:00,BEL-LG,P100620,IN,Reception
E0008244,2025-08-01 17:21:00,BHM-PR,P100352,OUT,Gate B
E0006065,2025-07-15 10:16:00,BRI-01,P100038,IN,Reception
E0010933,2025-08-21 20:32:00,BRI-01,P100166,OUT,Gate A
E0005035,2025-07-07 17:51:00,MCH-CC,P100393,OUT,Reception
E0003423,2025-06-26 14:45:00,BRI-01,P100184,OUT,Gate B
E0001012,2025-06-09 09:35:00,CDF-BY,P100444,IN,Turnstile 1
E0007133,2025-07-23 10:30:00,GLW-CL,P100366,IN,Gate A
E0003922,2025-06-29 08:59:00,BHM-PR,P100252,IN,Turnstile 1
E0012467,2025-07-06 17:42:00,LDN-HQ,X282758,IN,Turnstile 1
E0011683,2025-08-26 17:52:00,BHM-PR,P100505,OUT,Gate A
